AccountId1,AccountId2,MatchPercentage,RoleCount
0011J00001OY9DbQAL,0013c00001px4OgAAI,0.9219999999999999,0
0011J00001OY9DbQAL,0013c00001yU1vSAAS,0.928,0
0011J00001OY9DbQAL,0013c000020vVwVAAU,0.9219999999999999,0
0011J00001OXotdQAD,001Nq00000XBzsXIAT,1,1
0011J00001OXo58QAD,001Nq00000as5WPIAY,1,1
0011J00001OXzVoQAL,001Nq00000XBzsaIAD,1,1
0011J00001OYDtzQAH,0013c000020vfBRAAY,1,3
0011J00001OXvsmQAD,001Nq00000XBzsYIAT,1,1
0011J00001OY2BbQAL,001Nq00000XBzsbIAD,1,1
0011J00001OYSAJQA5,0011J00001Omlr9QAB,1,1
0011J00001OYBZHQA5,001Nq00000XBzsdIAD,1,2
0011J00001OYDsLQAX,001Nq00000XBzseIAD,1,20
0011J00001OYSAJQA5,0013c000020vfQ4AAI,1,1
0011J00001OY9DbQAL,001Nq00000as0haIAA,0.8619999999999999,0
0011J00001OYSAJQA5,0013c000020yoYOAAY,1,1
0011J00001OYil5QAD,0013c000020y9MJAAY,0.928,2
0011J00001OY9DbQAL,001o000000tkgYcAAI,0.928,0
0011J00001OYil5QAD,001Nq00000XBzsjIAD,1,2
0011J00001Omlr9QAB,0011J00001OYSAJQA5,1,0
0011J00001OllBaQAJ,0013c00001yVTTwAAO,1,0
0011J00001OmlLvQAJ,0011J00001OqVUkQAN,0.91,0
0011J00001Omlr9QAB,0013c000020vfQ4AAI,1,0
0011J00001OYil5QAD,001Nq00000XCO78IAH,0.928,2
0011J00001OllBaQAJ,0013c000020ySpsAAE,0.922,0
0011J00001OllBaQAJ,0013c000020ygpuAAA,1,0
0011J00001OYSAJQA5,001Nq00000as5WQIAY,1,1
0011J00001Omlr9QAB,0013c000020yoYOAAY,1,0
0011J00001OmMoKQAV,001Nq00000XBzsqIAD,1,0
0011J00001OYDtzQAH,001Nq00000as0i4IAA,1,3
0011J00001Omls6QAB,001Nq00000XBzswIAD,1,0
0011J00001OmlxOQAR,0011J00001OmqnFQAR,1,0
0011J00001Omls9QAB,001Nq00000XBzsxIAD,1,1
0011J00001OmlskQAB,0013c00001yfapzAAA,0.85,1
0011J00001OmlskQAB,0013c000020vKItAAM,0.85,1
0011J00001OmlskQAB,0013c000020vVALAA2,0.8979999999999999,1
0011J00001OmlBSQAZ,001Nq00000XBzstIAD,1,1
0011J00001Omlr9QAB,001Nq00000as5WQIAY,1,0
0011J00001OmlvcQAB,001Nq00000XBzszIAD,1,0
0011J00001OmlLvQAJ,001Nq00000XCHPGIA5,0.912,0
0011J00001Omlx5QAB,001Nq00000XBzt0IAD,1,0
0011J00001OmlskQAB,001Nq00000XCNn7IAH,0.8979999999999999,1
0011J00001Omm5aQAB,001Nq00000XBzt4IAD,1,1
0011J00001Omm3uQAB,001Nq00000XBzt3IAD,1,1
0011J00001OmlLvQAJ,001Nq00000as3nsIAA,0.988,0
0011J00001OmlxOQAR,001Nq00000as5RAIAY,1,0
0011J00001OmlskQAB,001o0000010LfvGAAS,0.85,1
0011J00001OmlskQAB,001o0000011Pd9NAAS,0.85,1
0011J00001OmmRJQAZ,001Nq00000XBzt7IAD,1,2
0011J00001OmmRkQAJ,0013c000020xypuAAA,1,2
0011J00001Omm7VQAR,001Nq00000XBzt5IAD,1,0
0011J00001Omm8KQAR,001Nq00000XBzt6IAD,1,1
0011J00001OmmkUQAR,001Nq00000XCNttIAH,1,1
0011J00001OmmTZQAZ,001Nq00000XBzt9IAD,1,0
0011J00001OmmoRQAR,001Nq00000XCNtvIAH,1,2
0011J00001OmmoFQAR,001Nq00000XCNtuIAH,1,2
0011J00001OmmTkQAJ,001Nq00000XBztAIAT,1,0
0011J00001OmmqZQAR,001Nq00000XCNtwIAH,1,1
0011J00001OmmqwQAB,001Nq00000XCNtxIAH,1,2
0011J00001OmmRkQAJ,001Nq00000as5D8IAI,1,2
0011J00001OmnWKQAZ,0011J00001OXdysQAD,0.88,4
0011J00001Ommr9QAB,001Nq00000XCNtyIAH,1,0
0011J00001OmnWKQAZ,0013c000020vVNyAAM,1,4
0011J00001Omn4eQAB,001Nq00000XCNu1IAH,1,1
0011J00001OmmzjQAB,001Nq00000XCNu0IAH,1,1
0011J00001OmnLZQAZ,001Nq00000XCNu7IAH,1,1
0011J00001OmnBIQAZ,001Nq00000XCNu3IAH,1,1
0011J00001OmnD4QAJ,001Nq00000XCNu5IAH,1,0
0011J00001Ommy4QAB,001Nq00000as5PyIAI,1,4
0011J00001OmnWKQAZ,001Nq00000XCO5GIAX,0.8839999999999999,4
0011J00001OmnXVQAZ,001Nq00000XCNu9IAH,1,2
0011J00001OmnDSQAZ,001Nq00000XCNu6IAH,1,2
0011J00001OmnBYQAZ,001Nq00000XCNu4IAH,1,0
0011J00001Omny0QAB,0011J00001EAgqPQAT,0.86,5
0011J00001OmnYLQAZ,001Nq00000XCNuBIAX,1,1
0011J00001OmnXqQAJ,001Nq00000XCNuAIAX,1,3
0011J00001OmnsKQAR,001Nq00000XCNuFIAX,1,1
0011J00001Omny0QAB,0013c000020vZC1AAM,1,5
0011J00001OmnZ5QAJ,001Nq00000XCNuCIAX,1,1
0011J00001Omnu8QAB,001Nq00000XCNuGIAX,1,4
0011J00001OmnaFQAR,001Nq00000XCNuDIAX,1,1
0011J00001OmnubQAB,001Nq00000XCNuIIAX,1,2
0011J00001OmnwfQAB,001Nq00000XCNuJIAX,1,1
0011J00001OmnuTQAR,001Nq00000XCNuHIAX,1,1
0011J00001OmnySQAR,001Nq00000XCNuLIAX,1,1
0011J00001OmnaWQAR,001Nq00000as5Q0IAI,1,1
0011J00001OmoIxQAJ,0013c000020vIoBAAU,1,2
0011J00001OmoHzQAJ,001Nq00000XCNuMIAX,1,1
0011J00001OmoI3QAJ,001Nq00000XCNuNIAX,1,1
0011J00001OmodZQAR,001Nq00000XCNuTIAX,1,2
0011J00001OmoRdQAJ,001Nq00000XCNuRIAX,1,1
0011J00001OmoIxQAJ,001Nq00000as5Q2IAI,1,2
0011J00001OmofNQAR,001Nq00000XCNuXIAX,1,1
0011J00001Omof5QAB,001Nq00000XCNuWIAX,1,1
0011J00001OmoypQAB,001Nq00000XCNuZIAX,1,1
0011J00001OmpGpQAJ,0013c00001yTzhiAAC,1,3
0011J00001OmoeWQAR,001Nq00000as5Q7IAI,1,1
0011J00001OmpIMQAZ,0011J00001OmqSYQAZ,0.98,11
0011J00001OmpInQAJ,0011J00001OXeZBQA1,0.912,1
0011J00001OmoxkQAB,001Nq00000XCNuYIAX,1,0
0011J00001OmodxQAB,001Nq00000as5Q6IAI,1,2
0011J00001OmpInQAJ,0013c000020vMoXAAU,0.9359999999999999,1
0011J00001OmpInQAJ,0013c000020vVwDAAU,0.984,1
0011J00001Omp4ZQAR,001Nq00000XCNuaIAH,1,2
0011J00001OmpcDQAR,0013c00001yUnO5AAK,1,3
0011J00001OmpGMQAZ,001Nq00000XCNubIAH,1,1
0011J00001OmpcDQAR,0013c000020vVAuAAM,1,3
0011J00001OmpGtQAJ,001Nq00000XCNudIAH,1,1
0011J00001OmpcDQAR,0013c000020wPYSAA2,0.91,3
0011J00001OmpGpQAJ,001Nq00000as5Q8IAI,1,3
0011J00001OmpIMQAZ,001Nq00000as5R6IAI,0.98,11
0011J00001OmpOiQAJ,001Nq00000XCNujIAH,1,1
0011J00001OmpJuQAJ,001Nq00000XCNuhIAH,1,1
0011J00001OmpInQAJ,001Nq00000as0hZIAQ,0.984,1
0011J00001OmqSYQAZ,0011J00001OmpIMQAZ,0.98,2
0011J00001OmpcDQAR,001Nq00000as0hVIAQ,1,3
0011J00001OmpcDQAR,001Nq00000as5JXIAY,0.91,3
0011J00001OmqA6QAJ,001Nq00000XCNupIAH,1,1
0011J00001OmpcDQAR,001o000000vfmjoAAA,1,3
0011J00001OmqImQAJ,001Nq00000XCNurIAH,1,1
0011J00001Omq8MQAR,001Nq00000XCNuoIAH,1,1
0011J00001OmpTrQAJ,001Nq00000as5R0IAI,1,1
0011J00001Omq1KQAR,001Nq00000XCNunIAH,1,1
0011J00001OmpvjQAB,001Nq00000XCNumIAH,1,2
0011J00001OmqTtQAJ,001Nq00000XCNuxIAH,1,1
0011J00001OmqU3QAJ,001Nq00000XCNuyIAH,1,2
0011J00001OmqUcQAJ,001Nq00000XCNuzIAH,1,1
0011J00001OmqaYQAR,001Nq00000XCNv1IAH,1,1
0011J00001OmqnFQAR,0011J00001OmlxOQAR,1,0
0011J00001OmqSYQAZ,001Nq00000as5R6IAI,1,2
0011J00001OmqZnQAJ,001Nq00000XCNv0IAH,1,1
0011J00001OmqffQAB,001Nq00000XCNv2IAH,1,1
0011J00001OmrSaQAJ,0011J00001OXfxFQAT,0.922,1
0011J00001OmszSQAR,0013c000020vpdAAAQ,0.88,1
0011J00001Omrh1QAB,001Nq00000XCNvCIAX,1,1
0011J00001Omr9OQAR,001Nq00000XCNvAIAX,1,0
0011J00001OmrSaQAJ,001Nq00000XCNsiIAH,0.922,1
0011J00001OmqncQAB,001Nq00000XCNv7IAH,1,0
0011J00001OmrSaQAJ,001Nq00000XCNvBIAX,1,1
0011J00001OmqnFQAR,001Nq00000as5RAIAY,1,0
0011J00001Omqu2QAB,001Nq00000XCNv9IAH,1,1
0011J00001OmszSQAR,001Nq00000XCNvFIAX,1,1
0011J00001OmtjWQAR,0011J00001NcZ0FQAV,0.856,29
0011J00001OmtjWQAR,0011J00001OXheXQAT,0.916,29
0011J00001OmtjWQAR,0011J00001OnABRQA3,1,29
0011J00001OmtjWQAR,0013c00001ualJDAAY,0.868,29
0011J00001OmtjWQAR,0013c00001yU4yAAAS,1,29
0011J00001OmtjWQAR,0013c00001yU6cJAAS,1,29
0011J00001OmtwbQAB,0011J00001On2YeQAJ,0.8759999999999999,4
0011J00001OmtjWQAR,0013c000020vYvjAAE,0.916,29
0011J00001OmtwbQAB,0013c00001yUEAgAAO,0.9520000000000001,4
0011J00001OmszZQAR,001Nq00000XCNvGIAX,1,1
0011J00001OmtxwQAB,0011J00001OmtxxQAB,1,2
0011J00001OmthlQAB,001Nq00000XCNvIIAX,1,1
0011J00001OmtwbQAB,0013c000020vhVCAAY,0.8720000000000001,4
0011J00001OmtxxQAB,0011J00001OmtxwQAB,1,2
0011J00001OmtwbQAB,0013c000020ykGWAAY,0.904,4
0011J00001OmtRqQAJ,001Nq00000XCNvHIAX,1,1
0011J00001OmtjWQAR,001Nq00000arpUmIAI,0.856,29
0011J00001OmtiIQAR,001Nq00000XCNvJIAX,1,1
0011J00001OmtjWQAR,001Nq00000as5EIIAY,1,29
0011J00001OmtjWQAR,001Nq00000as5REIAY,1,29
0011J00001OmtjWQAR,001Nq00000as5SzIAI,0.868,29
0011J00001OmtjKQAR,001Nq00000XCNvKIAX,1,1
0011J00001OmtwbQAB,001Nq00000XCO6NIAX,0.8720000000000001,4
0011J00001OmuZuQAJ,0013c000020vLZbAAM,1,0
0011J00001OmuS1QAJ,001Nq00000XCNvRIAX,1,0
0011J00001OmtxwQAB,001Nq00000as5RIIAY,1,2
0011J00001OmvF8QAJ,0013c000020vnt7AAA,1,1
0011J00001OmuZuQAJ,0013c000020yitXAAQ,1,0
0011J00001OmtxxQAB,001Nq00000as5RIIAY,1,2
0011J00001OmtwbQAB,001Nq00000as5RGIAY,1,4
0011J00001OmtwwQAB,001Nq00000as5RHIAY,1,6
0011J00001OmuS6QAJ,001Nq00000XCNvSIAX,1,0
0011J00001Omw9XQAR,0013c000020vVOAAA2,0.874,2
0011J00001Omw9XQAR,0013c000020vXTKAA2,0.8600000000000001,2
0011J00001Omw9XQAR,0013c000020vikAAAQ,0.9420000000000001,2
0011J00001Omw9cQAB,001Nq00000XCAF9IAP,1,1
0011J00001OmuZuQAJ,001Nq00000as5UmIAI,1,0
0011J00001OmvF8QAJ,001Nq00000as5RKIAY,1,1
0011J00001OmxyaQAB,001Nq00000XCAFDIA5,1,1
0011J00001Omy0rQAB,001Nq00000XCAFEIA5,1,1
0011J00001OmvvTQAR,001Nq00000XCNvVIAX,1,1
0011J00001Omw8WQAR,001Nq00000XCNvWIAX,1,1
0011J00001OmypcQAB,0013c000020v7ybAAA,0.8979999999999999,3
0011J00001OmypcQAB,0013c000020vOa0AAE,0.964,3
0011J00001OmypcQAB,0013c000020vcX7AAI,1,3
0011J00001OmypcQAB,0013c000020yAkZAAU,0.8979999999999999,3
0011J00001Omy1GQAR,001Nq00000XCAFFIA5,1,2
0011J00001OmypcQAB,0013c000020ykt4AAA,0.964,3
0011J00001OmxbrQAB,001Nq00000XCAFCIA5,1,1
0011J00001OmypbQAB,001Nq00000XCAFGIA5,1,1
0011J00001OmypcQAB,001Nq00000XCO1VIAX,0.8979999999999999,3
0011J00001OmypcQAB,001Nq00000XCO7BIAX,0.8979999999999999,3
0011J00001OmypcQAB,001Nq00000as0huIAA,1,3
0011J00001OmypcQAB,001Nq00000as5UsIAI,0.964,3
0011J00001Omw9jQAB,001Nq00000XCAFAIA5,1,2
0011J00001Omw9XQAR,001Nq00000as5R8IAI,0.934,2
0011J00001On077QAB,001Nq00000XCAFKIA5,1,1
0011J00001On08MQAR,001Nq00000XCAFLIA5,1,1
0011J00001OmzsqQAB,001Nq00000XCAFJIA5,1,2
0011J00001On09HQAR,001Nq00000XCAFMIA5,1,1
0011J00001On13LQAR,001Nq00000XCAFOIA5,1,1
0011J00001On135QAB,001Nq00000XCAFNIA5,1,2
0011J00001On2YeQAJ,0011J00001OmtwbQAB,0.8759999999999999,3
0011J00001On13aQAB,001Nq00000XCAFPIA5,1,1
0011J00001On29eQAB,001Nq00000XCAFSIA5,1,1
0011J00001OmzsqQAB,001o0000014d521AAA,0.8919999999999999,2
0011J00001On1Z1QAJ,001Nq00000XCAFQIA5,1,1
0011J00001On2YeQAJ,0013c000020ykGWAAY,0.8759999999999999,3
0011J00001On2BtQAJ,001Nq00000XCAFTIA5,1,1
0011J00001On1ZCQAZ,001Nq00000arqToIAI,1,2
0011J00001On2zSQAR,001Nq00000XCAFVIA5,1,1
0011J00001On4dYQAR,001Nq00000XCAFYIA5,1,1
0011J00001On2YeQAJ,001Nq00000as5RGIAY,0.8759999999999999,3
0011J00001On3IUQAZ,001Nq00000XCAFXIA5,1,1
0011J00001On4fMQAR,0013c000020vWCbAAM,1,1
0011J00001On8eCQAR,0013c00001yUM9TAAW,0.868,0
0011J00001On3HdQAJ,001Nq00000XCAFWIA5,1,3
0011J00001On4flQAB,001Nq00000XCAFaIAP,1,1
0011J00001On5WcQAJ,0013c000020yjRpAAI,1,0
0011J00001On5GgQAJ,001Nq00000XCAFbIAP,1,1
0011J00001On8eCQAR,001Nq00000XCAFdIAP,1,0
0011J00001On9oCQAR,0011J00001OqVUkQAN,0.95,5
0011J00001OnABRQA3,0011J00001OmtjWQAR,1,3
0011J00001On9mjQAB,001Nq00000XCAFhIAP,1,1
0011J00001OnABRQA3,0013c00001yU4yAAAS,1,3
0011J00001OnABRQA3,0013c00001yU6cJAAS,1,3
0011J00001On93UQAR,001Nq00000XCAFfIAP,1,2
0011J00001On4fMQAR,001Nq00000as0hcIAA,1,1
0011J00001On9QfQAJ,001Nq00000XCAFgIAP,1,1
0011J00001On9moQAB,001Nq00000XCAFiIAP,1,1
0011J00001On5WcQAJ,001Nq00000as5J7IAI,1,0
0011J00001OnBE6QAN,001Nq00000XCAFlIAP,1,1
0011J00001OnABRQA3,001Nq00000as5REIAY,1,3
0011J00001On9oCQAR,001Nq00000XCAFjIAP,1,5
0011J00001OnBEJQA3,001Nq00000XCAFmIAP,1,1
0011J00001OnBGAQA3,001Nq00000XCAFnIAP,1,0
0011J00001On9oCQAR,001Nq00000XCHPGIA5,0.8779999999999999,5
0011J00001OnBXUQA3,001Nq00000XCAFpIAP,1,1
0011J00001OnDIuQAN,001Nq00000XCAFqIAP,1,2
0011J00001OnDKIQA3,001Nq00000XCAFrIAP,1,1
0011J00001OnDgTQAV,001Nq00000XCAFtIAP,1,4
0011J00001OnDKpQAN,0013c000020ydMvAAI,0.8560000000000001,0
0011J00001OnIkNQAV,0011J00001OXda6QAD,0.98,0
0011J00001OnIkNQAV,0011J00001OXduPQAT,0.944,0
0011J00001OnEiBQAV,001Nq00000XCAFvIAP,1,1
0011J00001OnDxUQAV,001Nq00000XCAFuIAP,1,2
0011J00001OnG9jQAF,001Nq00000XCAFyIAP,1,1
0011J00001OnGJDQA3,001Nq00000XCAG1IAP,1,1
0011J00001OnEyvQAF,001Nq00000XCAFwIAP,1,1
0011J00001OnG0TQAV,001Nq00000XCAFxIAP,1,1
0011J00001OnLYnQAN,0011J00001OXeLjQAL,0.88,1
0011J00001OnGAxQAN,001Nq00000XCAG0IAP,1,1
0011J00001OnIkNQAV,001Nq00000XCNraIAH,0.944,0
0011J00001OnIsyQAF,001Nq00000XCAG4IAP,1,1
0011J00001OnImsQAF,001Nq00000XCAG3IAP,1,1
0011J00001OnIkNQAV,001Nq00000as5PTIAY,0.98,0
0011J00001OnJ37QAF,001Nq00000XCAG6IAP,1,11
0011J00001OnLYnQAN,001Nq00000XCAGBIA5,1,1
0011J00001OnLggQAF,001Nq00000XCAGCIA5,1,1
0011J00001OnLYnQAN,001Nq00000XCNrrIAH,0.88,1
0011J00001OnMXtQAN,001Nq00000XCAGFIA5,1,1
0011J00001OnMZyQAN,001Nq00000XCAGIIA5,1,1
0011J00001OnMVeQAN,001Nq00000XCAGDIA5,1,1
0011J00001OnMivQAF,001Nq00000XCAGJIA5,1,1
0011J00001OnNwQQAV,001Nq00000XCAGKIA5,1,1
0011J00001OnNzFQAV,0013c000020ygD8AAI,0.862,2
0011J00001OnO96QAF,001Nq00000XCAGOIA5,1,2
0011J00001OnMZ3QAN,001Nq00000XCAGHIA5,1,1
0011J00001OnNxYQAV,001Nq00000XCAGLIA5,1,1
0011J00001OnNxYQAV,001Nq00000XCNn1IAH,0.886,1
0011J00001OnP89QAF,001Nq00000XCAGPIA5,1,1
0011J00001OqVUkQAN,0011J00001OmlLvQAJ,0.91,5
0011J00001OnNzFQAV,001Nq00000XCBFZIA5,0.862,2
0011J00001OqVUkQAN,0011J00001On9oCQAR,0.95,5
0011J00001OnP9yQAF,001Nq00000XCAGQIA5,1,1
0011J00001OnQg1QAF,001Nq00000XCAGUIA5,1,2
0011J00001PySUMQA3,0011J00001EAeHsQAL,0.8780000000000001,3
0013c00001oIU6qAAG,0011J00001NLYlIQAX,1,9
0011J00001OnNzFQAV,001Nq00000arpUkIAI,1,2
0013c00001oIU6qAAG,0011J00001OXiYUQA1,1,9
0011J00001OnQRMQA3,001Nq00000as243IAA,0.956,0
0013c00001oIWOOAA4,0011J00001NLdDCQA1,1,2
0013c00001oIZ2bAAG,0011J00001NLeqrQAD,1,4
0013c00001oIaNbAAK,0011J00001NLfgxQAD,1,6
0013c00001oJ87gAAC,0011J00001Ncf9jQAB,1,1
0011J00001OqVUkQAN,001Nq00000XCAFjIAP,0.95,5
0011J00001OqVUkQAN,001Nq00000XCHPGIA5,0.922,5
0013c00001oIaNbAAK,0013c000020vDyRAAU,0.8759999999999999,6
0011J00001OqVUkQAN,001Nq00000as3nsIAA,0.874,5
0011J00001PySUMQA3,001Nq00000XCAGaIAP,1,3
0013c00001oJ87gAAC,001Nq00000as5OYIAY,1,1
0013c00001px4OgAAI,0011J00001EAdX0QAL,1,2
0013c00001oIU6qAAG,001Nq00000arqUAIAY,1,9
0013c00001px4OgAAI,0011J00001LFAcyQAH,0.928,2
0013c00001px4OgAAI,0011J00001NLfNXQA1,1,2
0013c00001oIZ2bAAG,001Nq00000arpUhIAI,1,4
0013c00001px4OgAAI,0011J00001OXl6QQAT,1,2
0013c00001px4OgAAI,0011J00001OY9DbQAL,0.9219999999999999,2
0013c00001omVPhAAM,001Nq00000arvVuIAI,0.868,2
0013c00001px4OgAAI,0013c00001uazzgAAA,0.928,2
0013c00001omVPhAAM,001o0000014ewodAAA,0.91,2
0013c00001px4OgAAI,0013c00001yU1vSAAS,0.928,2
0013c00001oIaNbAAK,001Nq00000as23pIAA,0.8759999999999999,6
0013c00001px8J8AAI,0013c00001uawtlAAA,0.9400000000000001,2
0013c00001px4OgAAI,0013c000020vVwVAAU,1,2
0013c00001px4OgAAI,0013c000020vfu3AAA,0.85,2
0013c00001px78mAAA,0013c00001yU5a9AAC,0.886,1
0013c00001px8J8AAI,0013c000020veeEAAQ,0.8919999999999999,2
0013c00001px78mAAA,0013c000020vXzUAAU,1,1
0013c00001px8J8AAI,001Nq00000XCNyYIAX,0.9400000000000001,2
0013c00001px4OgAAI,001Nq00000XCO6DIAX,0.85,2
0013c00001px4xLAAQ,001Nq00000XCNxLIAX,1,2
0013c00001px8J8AAI,001Nq00000as5RWIAY,1,2
0013c00001px4OgAAI,001Nq00000arpUtIAI,0.928,2
0013c00001px4OgAAI,001Nq00000as0haIAA,1,2
0013c00001px4OgAAI,001o000000tkgYcAAI,0.928,2
0013c00001px3zfAAA,001Nq00000as5RTIAY,1,1
0013c00001qg7v8AAA,0013c000020vsrgAAA,0.922,3
0013c00001qg7v8AAA,0013c000020wTeUAAU,0.874,3
0013c00001px78mAAA,001Nq00000arpUlIAI,1,1
0013c00001pyYS6AAM,001Nq00000XCNxSIAX,1,1
0013c00001qg7v8AAA,001Nq00000XCHPDIA5,0.922,3
0013c00001qj00mAAA,001Nq00000XCNxfIAH,1,1
0013c00001qg7v8AAA,001Nq00000XCNxdIAH,1,3
0013c00001sMZHeAAO,0013c000020vB1cAAE,0.85,1
0013c00001sMZHeAAO,0013c000020vfe5AAA,0.85,1
0013c00001sMZHeAAO,0013c000020yEhgAAE,0.9520000000000001,1
0013c00001sN6tNAAS,0013c000020vYgFAAU,0.886,2
0013c00001sN6tNAAS,0013c000020vhIMAAY,0.97,2
0013c00001sMZHeAAO,001Nq00000XCO6CIAX,0.85,1
0013c00001sQcOwAAK,0013c00001yfapzAAA,0.862,2
0013c00001sQcOwAAK,0013c000020vKItAAM,0.862,2
0013c00001sQcRHAA0,0013c00001yfapzAAA,0.88,3
0013c00001sN6tNAAS,001Nq00000arpUsIAI,0.97,2
0013c00001sQcRHAA0,0013c000020vKItAAM,0.88,3
0013c00001sQcRHAA0,0013c000020vO1hAAE,0.8579999999999999,3
0013c00001sQJifAAG,001Nq00000XCNy3IAH,1,1
0013c00001uYUpIAAW,0011J00001EApA4QAL,0.9400000000000001,1
0013c00001sQcOwAAK,001Nq00000XCNlqIAH,0.8919999999999999,2
0013c00001uajmTAAQ,0011J00001OXkkwQAD,0.916,1
0013c00001ualJDAAY,0011J00001OmtjWQAR,0.868,4
0013c00001ualJDAAY,0013c00001yU4yAAAS,0.868,4
0013c00001ualJDAAY,0013c00001yU6cJAAS,0.868,4
0013c00001uajmTAAQ,0013c000020vjSWAAY,1,1
0013c00001uajmTAAQ,0013c000020vkCWAAY,0.9580000000000001,1
0013c00001sQcRHAA0,001Nq00000XCNlqIAH,0.88,3
0013c00001sQcOwAAK,001Nq00000XCO1GIAX,0.868,2
0013c00001uajmTAAQ,001Nq00000XBzs2IAD,0.916,1
0013c00001sQcRHAA0,001Nq00000XCO1GIAX,0.85,3
0013c00001sQcRHAA0,001Nq00000XCO4NIAX,0.8579999999999999,3
0013c00001tZmngAAC,001Nq00000XCNy9IAH,1,1
0013c00001uajmTAAQ,001Nq00000as5JCIAY,0.9580000000000001,1
0013c00001uajmTAAQ,001Nq00000as5SxIAI,1,1
0013c00001sQcRHAA0,001Nq00000as3naIAA,0.862,3
0013c00001ualJDAAY,001Nq00000as5EIIAY,0.868,4
0013c00001ualJDAAY,001Nq00000as5SzIAI,1,4
0013c00001sQcRHAA0,001Nq00000as5XZIAY,0.85,3
0013c00001sQcRHAA0,001o0000010LfvGAAS,0.9400000000000001,3
0013c00001sQcRHAA0,001o0000011Pd9NAAS,0.9400000000000001,3
0013c00001sQcRHAA0,001o0000014d521AAA,0.868,3
0013c00001uauzjAAA,0011J00001NLgNcQAL,0.984,2
0013c00001uasj1AAA,0013c00001yUWRIAA4,0.984,0
0013c00001uavLFAAY,0013c00001uavLGAAY,0.928,1
0013c00001uauzjAAA,0013c000020vCiTAAU,1,2
0013c00001uamAGAAY,001Nq00000XCNyLIAX,1,0
0013c00001uanJ6AAI,001Nq00000XCNyNIAX,1,1
0013c00001uavLGAAY,0013c00001uavLFAAY,0.928,0
0013c00001uasj1AAA,001Nq00000XCNyUIAX,1,0
0013c00001uamfIAAQ,001Nq00000XCNyMIAX,1,4
0013c00001uarHMAAY,001Nq00000as5ckIAA,0.9460000000000001,2
0013c00001uazzgAAA,0011J00001EAdX0QAL,0.928,0
0013c00001uazzgAAA,0011J00001LFAcyQAH,1,0
0013c00001uazzgAAA,0011J00001NLfNXQA1,0.928,0
0013c00001uanY6AAI,001Nq00000arpUMIAY,1,0
0013c00001uawtlAAA,0013c00001px8J8AAI,0.9400000000000001,1
0013c00001uapYBAAY,001Nq00000XCNyQIAX,1,0
0013c00001uazzgAAA,0011J00001OXl6QQAT,0.928,0
0013c00001uawtlAAA,0013c000020veeEAAQ,0.9460000000000001,1
0013c00001uazzgAAA,0013c00001px4OgAAI,0.928,0
0013c00001uazzgAAA,0013c00001yU1vSAAS,1,0
0013c00001uasj1AAA,001Nq00000as5EUIAY,0.984,0
0013c00001uazzgAAA,0013c000020vVwVAAU,0.928,0
0013c00001ub3EvAAI,0011J00001EAhweQAD,0.8600000000000001,0
0013c00001ub01zAAA,0013c000020vefSAAQ,0.9,1
0013c00001ub0F9AAI,0013c000020wTeUAAU,0.8919999999999999,1
0013c00001ub01zAAA,0013c000020y6fXAAQ,1,1
0013c00001uawtlAAA,001Nq00000XCNyYIAX,1,1
0013c00001ub4JjAAI,0011J00001OXlXMQA1,0.9119999999999999,1
0013c00001uawtlAAA,001Nq00000as5RWIAY,0.9400000000000001,1
0013c00001ub14PAAQ,001Nq00000XCNydIAH,1,1
0013c00001ub0F9AAI,001Nq00000XCNybIAH,1,1
0013c00001uazzgAAA,001Nq00000arpUtIAI,1,0
0013c00001uazzgAAA,001Nq00000as0haIAA,0.928,0
0013c00001ub4JjAAI,0013c000020vP5lAAE,0.968,1
0013c00001uazzgAAA,001o000000tkgYcAAI,1,0
0013c00001ub4JjAAI,0013c000020vbnoAAA,0.9359999999999999,1
0013c00001ub01zAAA,001Nq00000XCO67IAH,0.9,1
0013c00001ub4JjAAI,0013c000020yE37AAE,0.9119999999999999,1
0013c00001ub01zAAA,001Nq00000as5TAIAY,1,1
0013c00001ub15VAAQ,001Nq00000as56uIAA,1,0
0013c00001ub389AAA,001Nq00000XCNyiIAH,1,0
0013c00001ub2nMAAQ,001Nq00000XCNygIAH,1,1
0013c00001ub3EvAAI,001Nq00000XCNyJIAX,0.9400000000000001,0
0013c00001xlZ4PAAU,0013c000020vTgbAAE,0.8919999999999999,0
0013c00001ub4JjAAI,001Nq00000as3nqIAA,0.9119999999999999,1
0013c00001xlZ4PAAU,001Nq00000XCO56IAH,0.8919999999999999,0
0013c00001yTxmDAAS,0011J00001OXmhFQAT,0.916,1
0013c00001yTzhiAAC,0011J00001OmpGpQAJ,1,1
0013c00001xlTV2AAM,001Nq00000XC7ncIAD,1,1
0013c00001yTxmDAAS,0013c00001z5EyEAAU,0.916,1
0013c00001yU1vSAAS,0011J00001EAdX0QAL,0.928,2
0013c00001yU1vSAAS,0011J00001LFAcyQAH,1,2
0013c00001yU1vSAAS,0011J00001NLfNXQA1,0.928,2
0013c00001yU1vSAAS,0011J00001OXl6QQAT,0.928,2
0013c00001yU1vSAAS,0011J00001OY9DbQAL,0.928,2
0013c00001yU2uvAAC,0011J00001OXgskQAD,0.984,1
0013c00001yU1vSAAS,0013c00001px4OgAAI,0.928,2
