"_","Id","Name","BillingStreet","ShippingStreet","Record_Type_Name__c","Account_Name_DBA_2__c","of_Roles__c","NPI__c"
"[Account]","0013c00001qj00mAAA","Advent Health-Longwood","515 West State Road 434 Suite 302","515 West State Road 434
Suite 302","Business Account","Advent Health-Longwood","1",""
"[Account]","0013c00001qkZ4lAAE","Russell F. McLatchey, P.A.","1732 N. Ronald Reagan Boulevard","1732 N. Ronald Reagan Boulevard","Business Account","Russell F. McLatchey, P.A.","0",""
"[Account]","0013c00001qkearAAA","Carolina Dent","111 W magnolia Ave","111 W magnolia Ave","Business Account","Carolina Dent","1",""
"[Account]","0013c00001r1pigAAA","Anthony L. Cabreira, MD","550 E. State Rd. 434","550 E. State Rd. 434","Business Account","Anthony L. Cabreira, MD","3",""
"[Account]","0013c00001rWKu8AAG","Florida Industrial Scale Company","728 Industry Road","728 Industry Road","Business Account","Florida Industrial Scale Company","1",""
"[Account]","0013c00001rWc2VAAS","Christopher MacLaren","225 West State Rd 434","225 West State Rd 434","Business Account","Christopher MacLaren","2",""
"[Account]","0013c00001rWgqZAAS","Stephanie Lucas *","164 Holdnerness Drive","164 Holderness Drive","Business Account","Stephanie Lucas *","0",""
"[Account]","0013c00001rWxVKAA0","Davita Medical Group South Semino","515 West State Road 434 Suite 110","515 West State Road 434
Suite 110","Business Account","Davita Medical Group South Seminole","1",""
"[Account]","0013c00001sMICwAAO","Headache & Neurological Treatment Institute","2137 W. State Road, Suite 434","2137 W. State Road, Suite 434","Business Account","Headache & Neurological Treatment Institute","3",""
"[Account]","0013c00001sMZHeAAO","University Diagnostic Institute","2160 W State Rd 434 #110","2160 W State Rd 434 #110","Business Account","University Diagnostic Institute","1",""
"[Account]","0013c00001sMb4rAAC","Dr. Nam Pham","451 S Milwee St Suite 1010","451 S Milwee St Suite 1010","Business Account","Dr. Nam Pham","1",""
"[Account]","0013c00001sMxvsAAC","Thush Law","P.O. Box 916881","P.O. Box 916881","Business Account","Thush Law","0",""
"[Account]","0013c00001sN6tNAAS","Waste Pro","2101 W. SR 434 #315","2101 W. SR 434
#315","Business Account","Waste Pro","2",""
"[Account]","0013c00001sNG0jAAG","Docs Longwood","515 W State Rd 434 Suite 301","515 W State Rd 434 Suite 301","Business Account","Docs Longwood","1",""
"[Account]","0013c00001sP46LAAS","MSPG Law Group of Central Florida, PLLC *","1973 Longwood Lake Mary Road, Ste 1001","1973 Longwood Lake Mary Road, Ste 1001","Business Account","MSPG Law Group of Central Florida, PLLC *","0",""
"[Account]","0013c00001sP7mLAAS","J & M Roofing Services d/b/a Roofing company","1970 Corporate Square","1970 Corporate Square","Business Account","J & M Roofing Services d/b/a Roofing company","0",""
"[Account]","0013c00001sQJifAAG","The DZ Law Firm","1973 Longwood Lake Mary Rd. Suite 1001","1973 Longwood Lake Mary Rd.
Suite 1001","Business Account","The DZ Law Firm","1",""
"[Account]","0013c00001sQcOwAAK","Orlando Health South Seminole Hospital Wound Care Center","515 W State Rd 434 Ste 101","515 W State Rd 434 Ste 101","Business Account","Orlando Health South Seminole Hospital Wound Care Center","2",""
"[Account]","0013c00001sQcRHAA0","Orlando Health South Seminole Hospital Outpatient Rehab Center","521 W State Road 434","521 W State Road 434","Business Account","Orlando Health Heart Institute-Cardiology group","3","1942483805"
"[Account]","0013c00001tXZqPAAW","Bridge Pointe *","Wekiva Springs Lane","Wekiva Springs Lane","Business Account","Bridge Pointe *","0",""
"[Account]","0013c00001tYQOwAAO","Dr. Messer","225 W State Rd 434 STE 203,","","Business Account","","2",""
"[Account]","0013c00001tZd1fAAC","Bruce R. Hoffen, MD *","515 W SR 434 Suite 205","515 W SR 434 Suite 205","Business Account","Bruce R. Hoffen, MD *","0",""
"[Account]","0013c00001tZmngAAC","Dr. Anthony Lin, MD","515 W. State Rd. 434 Suite 110A","515 W. State Rd. 434
Suite 110A","Business Account","Dr. Anthony Lin, MD","1",""
"[Account]","0013c00001uYTjFAAW","Robert W Burns Pl","521 W State Rd 434 # 306","521 W State Rd 434 # 306","Business Account","Robert W Burns Pl","1",""
"[Account]","0013c00001uYUpIAAW","Dr. Austin Giovanetti - Impower","111 W Magnolia Avenue","111 W Magnolia Avenue","Business Account","Dr. Austin Giovanetti - Impower","1",""
"[Account]","0013c00001uZ1xkAAC","Dr. Michael Henner","515 W State Rd 434, Suite 210","515 W State Rd 434, Suite 210","Business Account","Dr. Michael Henner","1",""
"[Account]","0013c00001uajmTAAQ","EGI Auto","P.O. Box 915107","P.O. Box 915107","Business Account","EGI Auto Insurance","1",""
"[Account]","0013c00001ualJDAAY","York Claims Service","P O Box 915449","P O Box 915449","Business Account","York Claims Service","4",""
"[Account]","0013c00001ualJEAAY","York Claims Service","2170 West State Road 434 Suite #494","2170 West State Road 434
Suite #494","Business Account","York Claims Service","2",""
"[Account]","0013c00001uam93AAA","Headache and Neurological Treatment Institute","225 West State Road 434, Ste. 211","2137 West State Road 434, Ste. 211","Business Account","Headache and Neurological Treatment Institute","6",""
"[Account]","0013c00001uamAGAAY","Elizabeth P. Heil, M.D.","521 West State Road 434, Suite 302","521 West State Road 434, Suite 302","Business Account","Elizabeth P. Heil, M.D.","0",""
"[Account]","0013c00001uamfIAAQ","Florida Interventional Associates-Longwood","225 W. State Road 434 Suite 102","225 W. State Road 434
Suite 102","Business Account","Florida Interventional Associates-Longwood","4",""
"[Account]","0013c00001uanJ6AAI","Bruce R. Hoffen, M.D., P.A","515 W. State Road 434 Suite 205","515 W. State Road 434
Suite 205","Business Account","Bruce R. Hoffen, M.D., P.A","1",""
"[Account]","0013c00001uanY6AAI","Family Chiropractic of Central Florida","830 E. State Road 434","830 E. State Road 434","Business Account","Family Chiropractic of Central Florida","0",""
"[Account]","0013c00001uanYMAAY","Florida Rehab & Injury Center Longwood, Inc.","2639 W. State Rd 434","2639 W. State Rd 434","Business Account","Florida Rehab & Injury Center Longwood, Inc.","0",""
"[Account]","0013c00001uapYBAAY","Levy & Associates, P.A. of Central Florida","1732 N. Ronald Reagan Boulevard","1732 N. Ronald Reagan Boulevard","Business Account","Levy & Associates, P.A. of Central Florida","0",""
"[Account]","0013c00001uarHMAAY","Sacowi Medical Clinic","931 Wekiva Springs Road","931 Wekiva Springs Road","Business Account","Sacowi Medical Clinic","2",""
"[Account]","0013c00001uasj1AAA","Orlando Diagnostic Center, Inc.","450 W. S.R. 434 Suite 1020","450 W. S.R. 434
Suite 1020","Business Account","Orlando Diagnostic Center, Inc.","0",""
"[Account]","0013c00001uauzjAAA","Injury Rehabilitation Centers of Central Florida, Inc.","2639 West State Road 434","2639 West State Road 434","Business Account","Injury Rehab Clinic","2",""
"[Account]","0013c00001uavLFAAY","Spencer Family Medicine and Chiropractic, LLC","242 W. Hghway 434","242 W. Hghway 434","Business Account","Spencer Family Medicine and Chiropractic, LLC","1",""
"[Account]","0013c00001uavLGAAY","Spencer Family Medicine and Chiropractic, LLC","242 W Highway 434","242 W Highway 434","Business Account","Spencer Family Medicine and Chiropractic, LLC","0",""
"[Account]","0013c00001uawtlAAA","Avizent","280 Wekiva Springs Rd. Suite 1060","280 Wekiva Springs Rd.
Suite 1060","Business Account","Avizent","1",""
"[Account]","0013c00001uazzgAAA","The Nation Law Firm","570 Crown Oak Centre Drive","570 Crown Oak Centre Drive","Business Account","The Nation Law Firm","0",""
"[Account]","0013c00001ub01zAAA","Prospect Construction & Development Group","477 Commerce Way","477 Commerce Way ste 103","Business Account","Prospect Construction & Development Group","1",""
"[Account]","0013c00001ub0F9AAI","Orlando Diagnostic Center","450 West SR 434, Ste 102","450 West SR 434, Ste 102","Business Account","Orlando Diagnostic Center","1",""
"[Account]","0013c00001ub14PAAQ","Lyman High School","865 S Ronald Reagan Blvd","865 S Ronald Reagan Blvd","Business Account","Lyman High School","1",""
"[Account]","0013c00001ub15VAAQ","Visual Impact Communications, Inc.","117 Fig Tree Run","117 Fig Tree Run","Business Account","Visual Impact Communications, Inc.","0",""
"[Account]","0013c00001ub2nMAAQ","College Glen Condominium Association, Inc.","2180 West SR 434 Ste. 5000","2180 West SR 434
Ste. 5000","Business Account","College Glen Condominium Association, Inc.","1",""
"[Account]","0013c00001ub379AAA","Florida Rehabilitation and Injury Center","2639 W.S.R. 434","2639 W.S.R. 434","Business Account","Florida Rehabilitation and Injury Center","2",""
"[Account]","0013c00001ub389AAA","Roach Family Wellness Integrative Medicine","334 Vista Oaks Drive","334 Vista Oaks Drive","Business Account","Roach Family Wellness Integrative Medicine","0",""
"[Account]","0013c00001ub3EvAAI","North Orlando Spine Center, LLC","2160 W State Road 434 Suite 108","2160 W State Road 434
Suite 108","Business Account","North Orlando Spine Center, LLC","0",""
"[Account]","0013c00001ub4JjAAI","Waste Pro of Georgia, Inc.","2101 W. State Road 434 Suite 315","2101 W. State Road 434
Suite 315","Business Account","Waste Pro of Georgia, Inc.","1",""
"[Account]","0013c00001ubv7HAAQ","Bordulis Law","3401 Mallory Lane Suite 200","272 W Warren Ave","Business Account","Bordulis Law","0",""
"[Account]","0013c00001xKityAAC","Mr. Henderson","115 N Longwood St 1215 S 1792 Ste","115 N Longwood St 1215 S 1792 Ste","Business Account","Mr. Henderson","1",""
"[Account]","0013c00001xk54wAAA","Sweetwater Episcopal Academy","251 E Lake Brantley Dr,","251 E Lake Brantley Dr,","Business Account","Sweetwater Episcopal Academy","1",""
"[Account]","0013c00001xks2EAAQ","Neurocognitive Consultants","2180 W. State Rd. 434, Suite 1106","2180 W. State Rd. 434, Suite 1106","Business Account","Neurocognitive Consultants","1",""
"[Account]","0013c00001xlTV2AAM","Alpha & Omega Medical, LLC","685 S. Ronald Regan Blvd. Suite 101","PO Box 865628","Business Account","","1",""
"[Account]","0013c00001xlZ4PAAU","Scott M. Miller","1920 Boothe Cir, Ste 100","1920 Boothe Cir, Ste 100","Business Account","Scott M. Miller","0",""
"[Account]","0013c00001xlZ6fAAE","McLain Law","2170 W State Road 434, Ste 216","2170 W State Road 434, Ste 216","Business Account","McLain Law","0",""
"[Account]","0013c00001xmWIAAA2","David & Philpot","1936 Boothe Circle","1936 Boothe Circle","Business Account","David & Philpot","0",""
"[Account]","0013c00001xn1H2AAI","Internal Medicine Connections","901 West Warren Avenue","901 West Warren Avenue","Business Account","Internal Medicine Connections","1","1134227028"
"[Account]","0013c00001xnDBwAAM","Dental World, Inc.","1250 W.S.R. 434, Ste 1008","1250 W.S.R. 434, Ste 1008","Business Account","Dental World, Inc.","2",""
"[Account]","0013c00001xnN3eAAE","Neighbormd","280 Wekiva Springs Rd, Ste 1000","280 Wekiva Springs Rd, Ste 1000","Business Account","Neighbormd","1","1285232108"
"[Account]","0013c00001yTxmDAAS","Sears Home Improvement","1024 FL Central Parkway","1024 FL Central Parkway","Business Account","Sears Home Improvement","1",""
"[Account]","0013c00001yTzhiAAC","Del-Air Heating & Air","P.O. Box 530532","P.O. Box 530532","Business Account","Del-Air Heating & Air","1",""
"[Account]","0013c00001yTzzDAAS","York Claim Service","2170 W State Road 434, Ste 494","2170 W State Road 434, Ste 494","Business Account","York Claim Service","1",""
"[Account]","0013c00001yU1vSAAS","Nation Law","570 Crown Oak Centre Drive","570 Crown Oak Centre Drive","Business Account","The Nation Law Firm","2",""
"[Account]","0013c00001yU2uvAAC","York Claims Service, Inc.","2170 W. State Road 434, Suite 494","2170 W. State Road 434, Suite 494","Business Account","York Claims Service, Inc.","1",""
"[Account]","0013c00001yU4eEAAS","Humana Workers Compensation Services","P.O. Box 914700","P.O. Box 914700","Business Account","Humana","1",""
"[Account]","0013c00001yU4yAAAS","York","PO Box 915449","PO Box 915449","Business Account","York Claims Service","1",""
"[Account]","0013c00001yU5a9AAC","Preferred Benefit Administrators","P. O. Box 916188","P. O. Box 916188","Business Account","Preferred Benefit Administrators","5",""
"[Account]","0013c00001yU6cJAAS","York","PO Box 915449","PO Box 915449","Business Account","York Claims Services","2",""
"[Account]","0013c00001yU7D4AAK","Comprehensive Energy Service Inc.","777 Bennett Drive","777 Bennett Drive","Business Account","Comprehensive Energy Service Inc.","1",""
"[Account]","0013c00001yU8F3AAK","Truck PM Plus","1330 S. Ronald Reagan Blvd.","1330 S. Ronald Reagan Blvd.","Business Account","Truck PM Plus","1",""
"[Account]","0013c00001yUBABAA4","Sedgwick CMS","105 Stag Ridge Court","105 Stag Ridge Court","Business Account","Sedgwick CMS","1",""
"[Account]","0013c00001yUBAIAA4","Mercon Const. Co. Inc.","133 E. Pine Avenue","133 E. Pine Avenue","Business Account","Mercon Const. Co. Inc.","1",""
"[Account]","0013c00001yUBWtAAO","Orlando Diagnostic Center","450 West State Road 434 Suite 102","450 West State Road 434
Suite 102","Business Account","Orlando Diagnostic Center","1",""
"[Account]","0013c00001yUEAgAAO","Waste Pro of Florida, Inc.","P.O Box 6862","P.O Box 6862","Business Account","Waste Pro of Florida, Inc.","5",""
"[Account]","0013c00001yUIgaAAG","Centra Care Longwood","855 South US Highway17-92","855 South US Highway17-92","Business Account","Centra Care Longwood","2",""
"[Account]","0013c00001yUKrhAAG","American Colonial Insurance Company","P.O. Box 915107","P.O. Box 915107","Business Account","American Colonial Insurance Company","8",""
"[Account]","0013c00001yUM9TAAW","Protegrity Insurance Company","P.O. Box 914700","P.O. Box 914700","Business Account","Protegrity Services, Inc.","43",""
"[Account]","0013c00001yUOO4AAO","Waste Pro of Florida, Inc.","2101 West SR 434 Suite 315","2101 West SR 434 
Suite 315","Business Account","Waste Pro of Florida, Inc.","4",""
"[Account]","0013c00001yUUVjAAO","Longwood Cardiology","450 W State Road 434","450 W State Road 434","Business Account","Longwood Cardiology","1","1235323023"
"[Account]","0013c00001yUWRIAA4","Orlando Diagnostic Center, Inc","450 W. S.R. 434 Suite 1020","450 W. S.R. 434 Suite 1020","Business Account","Orlando Diagnostic Center, Inc","1",""
"[Account]","0013c00001yUWRmAAO","Physician Associates","PO Box 522468","PO Box 522468","Business Account","Physician Associates","1",""
"[Account]","0013c00001yUdBMAA0","Speedy Concrete Cutting Inc.","1000 Charles Street","1000 Charles Street","Business Account","Speedy Concrete Cutting Inc.","1",""
"[Account]","0013c00001yUdDLAA0","Expertus Laboratories","485 N. U.S. Highway 17-92 - Suite #415","485 N. U.S. Highway 17-92 - Suite #415","Business Account","Expertus Laboratories","2",""
"[Account]","0013c00001yUdXVAA0","Capstone ISG","P.O. Box 916442","P.O. Box 916442","Business Account","Capstone ISG","3",""
"[Account]","0013c00001yUeE6AAK","Florida Government Utility Authority","280 Wekiva Springs Road #2000","280 Wekiva Springs Road
#2000","Business Account","Florida Government Utility Authority","2",""
"[Account]","0013c00001yUebBAAS","Lifecare of Central Florida","398 Feeman Street","398 Feeman Street","Business Account","Lifecare of Central Florida","1",""
"[Account]","0013c00001yUm6UAAS","Sea Spine Ortho Institute","288 East SR 434","288 East SR 434","Business Account","Sea Spine Ortho Institute","3",""
"[Account]","0013c00001yUnO5AAK","Sunner & Sunner","150 West Warren Avenue
Post Office Box 520771","150 West Warren Avenue","Business Account","Sunner & Sunner","1",""
"[Account]","0013c00001yUogiAAC","Florida Hospital Home Infusion","556 Florida Central Pkwy #1044","556 Florida Central Pkwy #1044","Business Account","Florida Hospital Home Infusion, LLP","3",""
"[Account]","0013c00001yUpeNAAS","Recromax","275 Hunt Park Cove","275 Hunt Park Cove","Business Account","Recromax","1",""
"[Account]","0013c00001yUtL5AAK","Wayman Place","342 South Wayman Dr.","342 South Wayman Dr.","Business Account","Wayman Place","1",""
